Round,train_losses,accuracies
886,0.0009921141982078552,65.31
887,0.0010157812714576722,64.58
888,0.0010234493255615233,64.43
889,0.0010243667304515838,64.59
890,0.0010086544036865233,65.15
891,0.0009746468484401702,66.28
892,0.0009460118293762207,66.96
893,0.0009266805589199066,67.99
894,0.0009211109042167664,68.18
895,0.0009393191158771515,67.33
896,0.0009609756052494049,66.34
897,0.0009556624293327331,66.61
898,0.0009450156688690186,67.13
899,0.0009367352485656739,67.11
900,0.0009245627760887146,67.91
901,0.0009196749925613403,68.06
902,0.0009249324142932892,67.69
903,0.0009230422556400299,68.37
904,0.0009445898473262787,67.8
905,0.000940582799911499,67.75
906,0.0009344726026058197,67.77
907,0.0009368162572383881,67.75
908,0.0009646225929260254,67.19
909,0.0009947178483009338,66.07
910,0.0010332796454429625,65.3
911,0.0010558860421180725,64.57
912,0.001061728572845459,64.5
913,0.0010691908001899718,64.34
914,0.0010692456483840942,64.29
915,0.0010913753986358642,63.94
916,0.0010673290371894836,64.61
917,0.0010538099348545073,64.75
918,0.0010349979400634765,64.9
919,0.0009892205953598023,65.58
920,0.0009598113954067231,66.45
921,0.000951321417093277,67.25
922,0.0009413868248462677,67.31
923,0.0009418796300888062,67.2
924,0.0009371903657913208,67.37
925,0.0009331406652927399,67.66
926,0.0009330945670604706,67.76
927,0.0009474323749542236,67.31
928,0.0009758558750152588,66.67
929,0.0009856542587280274,66.36
930,0.0009814766705036164,66.33
931,0.000957985657453537,67.2
932,0.0009338736534118652,67.65
933,0.0009235161781311035,68.02
934,0.000917352956533432,68.39
935,0.000923130226135254,68.42
936,0.0009253938496112823,68.32
937,0.0009405916571617127,68.24
938,0.0009590353488922119,67.46
939,0.0009648038327693939,67.39
940,0.0009558402419090271,67.31
941,0.0009415115475654602,67.4
942,0.0009292068719863891,67.8
943,0.0009301789879798889,67.71
944,0.0009443916320800781,67.33
945,0.0009440283358097076,67.03
946,0.00094889035820961,66.85
947,0.0009786101877689362,65.97
948,0.0010068004965782165,65.3
949,0.001021730899810791,65.25
950,0.001005972969532013,65.55
951,0.0009825791299343108,66.49
952,0.0009655242562294006,66.88
953,0.0009542062342166901,66.93
954,0.0009404441356658936,67.68
955,0.0009304340839385986,67.92
956,0.000919476044178009,67.93
957,0.0009093720495700836,68.46
958,0.0009092789709568024,68.51
959,0.0009153738439083099,68.31
960,0.0009321436583995819,68.0
961,0.0009457949101924896,67.35
962,0.0009555197358131408,67.09
963,0.0009546272933483124,67.09
964,0.0009551856696605682,67.21
965,0.0009465296983718872,67.29
966,0.0009377235472202301,67.4
967,0.0009496642827987671,66.97
968,0.0009735073924064636,66.55
969,0.0009745458543300629,66.4
970,0.0009528259217739105,67.05
971,0.000940024209022522,67.86
972,0.0009415723323822022,67.93
973,0.0009326408505439758,68.18
974,0.0009176857233047486,68.65
975,0.0009055112242698669,68.81
976,0.0009046386420726776,68.73
977,0.0009061071813106537,68.52
978,0.0009045977771282196,68.22
979,0.0009177971184253693,67.74
980,0.0009166143298149109,67.82
981,0.0009107240915298462,68.26
982,0.0009036426067352295,68.86
983,0.0009037316501140594,68.94
984,0.0009116692781448364,68.88
985,0.0009355376839637757,68.09
986,0.0009605121850967407,67.25
987,0.0009789535999298097,66.86
988,0.0009993564188480377,66.09
989,0.0010157442927360536,65.14
990,0.0010035397112369538,65.59
991,0.0009598993539810181,66.78
992,0.0009132941007614136,68.47
993,0.000901746380329132,68.73
994,0.0009221107721328736,67.46
995,0.0009833711206912994,66.05
996,0.0010555468440055847,63.86
997,0.001080182659626007,63.36
998,0.0010866436004638672,63.42
999,0.0010849634885787963,63.49
1000,0.0010855031728744507,63.55
1001,0.0010932456254959106,63.71
1002,0.0010979591131210326,63.87
1003,0.0010901893377304077,64.16
1004,0.00107504323720932,64.6
1005,0.001061926007270813,64.75
1006,0.0010379172563552857,65.01
1007,0.001021386867761612,65.14
1008,0.0010016541123390199,65.96
1009,0.0009766151428222656,66.63
1010,0.0009599561512470245,67.05
1011,0.0009496864140033722,67.2
1012,0.000957691752910614,66.8
1013,0.0009758045434951783,66.21
1014,0.0009800754368305207,66.43
1015,0.0009897834241390229,66.48
1016,0.0010159466743469238,65.49
1017,0.0010421391189098358,64.61
1018,0.0010441433548927306,65.02
1019,0.0010206380426883697,65.5
1020,0.0010144898355007172,65.57
1021,0.001001417326927185,66.15
1022,0.0010033473193645477,66.0
1023,0.0009912494838237762,66.18
1024,0.0009929290115833283,66.12
1025,0.0009970443069934846,65.89
1026,0.0009923891544342041,66.21
1027,0.0009674671053886413,67.01
1028,0.0009431717038154603,67.73
1029,0.0009339224755764008,67.75
1030,0.0009293765187263489,68.08
1031,0.0009308014333248138,68.07
1032,0.0009495369970798492,67.81
1033,0.0009754228472709656,66.93
1034,0.0010027199268341064,65.92
1035,0.0010036405742168426,65.72
1036,0.000986391693353653,65.84
1037,0.000980831527709961,66.09
1038,0.0009554202079772949,67.01
1039,0.0009368823528289795,67.69
1040,0.0009330977916717529,67.69
1041,0.0009478430211544037,67.23
1042,0.0009680076241493225,66.54
1043,0.0009910544335842133,66.35
1044,0.0009821604251861573,66.35
1045,0.0009789105355739592,66.3
1046,0.000972861135005951,66.67
1047,0.0009652889192104339,66.97
1048,0.0009630803346633911,67.06
1049,0.0009660292446613312,66.91
1050,0.000957493770122528,67.31
1051,0.0009619523346424103,67.35
1052,0.000992124891281128,65.98
1053,0.0010256408095359803,65.16
1054,0.0010487059473991394,64.66
1055,0.0010454477667808534,64.78
1056,0.0010380667567253114,64.91
1057,0.0010233288884162902,65.29
1058,0.0010239077270030976,65.01
1059,0.0010033942222595215,65.76
1060,0.0009812294185161591,66.42
1061,0.0009598376572132111,67.31
1062,0.0009492724359035492,67.86
1063,0.0009410495698451996,68.23
1064,0.0009531335175037384,67.36
1065,0.0009762692272663117,66.94
1066,0.0010007343232631683,65.84
1067,0.0010105188608169557,65.62
1068,0.0009967394769191742,65.66
1069,0.000975190943479538,66.07
1070,0.0009302833557128906,68.08
1071,0.0009059499084949494,69.03
1072,0.0009232399046421051,68.41
1073,0.0009650676250457763,67.32
1074,0.0009917446315288543,66.19
1075,0.0010129443645477295,65.5
1076,0.0010221682786941528,65.03
1077,0.0010132882118225098,65.68
1078,0.0009997919976711272,65.94
1079,0.0010045024156570435,65.82
1080,0.001018168795108795,65.3
1081,0.0010269097924232482,65.03
1082,0.0010257696747779845,65.05
1083,0.0010183880507946014,65.49
1084,0.001013226544857025,65.51
1085,0.001017962098121643,65.65
1086,0.0010141047239303588,65.8
1087,0.0010281322598457336,65.54
1088,0.001046996545791626,65.07
1089,0.0010584901213645935,65.05
1090,0.001045341193675995,65.08
1091,0.0009997711062431336,66.05
1092,0.0009648002803325654,66.84
1093,0.0009389040052890777,67.3
1094,0.0009327130854129792,67.37
1095,0.000934514570236206,67.61
1096,0.0009344413280487061,67.63
1097,0.0009191103875637054,68.01
1098,0.0009199511587619782,68.24
1099,0.0009168331921100616,68.63
1100,0.0009189592778682708,68.45
1101,0.0009182239055633545,68.5
1102,0.0009343247592449188,67.6
1103,0.000964019238948822,66.93
1104,0.000985382330417633,66.54
1105,0.0009879414558410645,66.31
1106,0.0009606301784515381,67.11
1107,0.0009272226035594941,67.95
1108,0.0008969468176364899,68.91
1109,0.0008807081282138824,69.71
1110,0.0008855412960052491,69.8
1111,0.0008963454365730286,69.49
1112,0.0009128870248794555,68.82
1113,0.0009170336246490478,68.81
1114,0.0009078969836235046,69.26
1115,0.0008897638857364654,69.84
1116,0.0008853666543960572,69.96
1117,0.0008858374118804931,69.85
1118,0.0008847724914550782,70.28
1119,0.0008754923582077026,70.46
1120,0.0008818889677524567,70.11
1121,0.0008984335124492646,69.7
1122,0.0009108808755874634,69.16
1123,0.0009247731268405915,68.56
1124,0.0009326644003391266,68.37
1125,0.000924640417098999,68.46
1126,0.0009001733362674713,68.7
1127,0.000884894734621048,69.21
1128,0.0008892408072948456,68.96
1129,0.0009081940710544586,68.48
1130,0.0009325820088386536,67.55
1131,0.0009505306541919708,66.86
1132,0.0009652120590209961,66.53
1133,0.0009759745180606842,66.18
1134,0.000962195235490799,66.67
1135,0.0009324159443378448,67.74
1136,0.0009019199669361114,68.85
1137,0.0008784945785999299,69.65
1138,0.0008722904086112976,69.85
1139,0.0008755367338657379,69.82
1140,0.0008843658089637757,69.64
1141,0.0008971885919570923,69.1
1142,0.0009164715349674224,68.59
1143,0.0009249626278877258,68.37
1144,0.0009391204535961151,67.98
1145,0.0009440785467624665,67.79
1146,0.000940588116645813,68.16
1147,0.000936978667974472,68.47
1148,0.0009384968400001526,68.7
1149,0.0009460322558879853,68.21
1150,0.0009521205425262452,67.88
1151,0.0009578599333763123,67.87
1152,0.000970021653175354,67.47
1153,0.0009810754239559173,67.2
1154,0.0009822522044181823,66.96
1155,0.0009672892570495605,67.3
1156,0.0009491520762443542,67.78
1157,0.0009367515146732331,68.11
1158,0.0009130757391452789,68.56
1159,0.0008932567298412323,69.12
1160,0.0008797972917556762,69.55
1161,0.0008682155549526215,69.79
1162,0.0008646016359329223,70.22
1163,0.0008825079441070557,69.8
1164,0.0009090242385864258,68.85
1165,0.0009297852993011475,68.24
1166,0.000940175312757492,68.49
1167,0.0009320818424224854,68.63
1168,0.0009325634419918061,68.43
1169,0.000956469988822937,67.83
1170,0.0009727467775344848,67.59
1171,0.0009639120042324066,67.94
1172,0.0009613503575325012,68.32
1173,0.000965673279762268,68.3
1174,0.0009855239272117614,67.57
1175,0.0010175806283950805,66.85
1176,0.001019972437620163,66.75
1177,0.0009900083601474762,67.62
1178,0.000969214940071106,68.03
1179,0.0009586624979972839,67.92
1180,0.000948225086927414,68.23
1181,0.0009401359140872956,68.74
1182,0.000936920803785324,68.89
1183,0.0009384010791778565,68.68
1184,0.0009339820861816406,68.52
1185,0.0009296028792858124,68.88
1186,0.0009404264211654663,68.12
1187,0.0009521907389163971,67.91
1188,0.000969320660829544,67.53
1189,0.0010102917969226836,66.66
1190,0.0010386459529399873,66.28
1191,0.0010256824791431427,66.52
1192,0.0010206828236579894,66.12
1193,0.00099346484541893,66.72
1194,0.0009820452868938446,67.09
1195,0.0009666660666465759,67.39
1196,0.0009465965628623962,68.33
1197,0.0009304226815700531,68.74
1198,0.0009286729693412781,68.68
1199,0.000921386432647705,69.01
1200,0.000921775770187378,68.97
1201,0.0009224996387958527,68.88
1202,0.0009338810324668885,68.47
1203,0.0009451799690723419,68.15
1204,0.0009421925246715546,68.09
1205,0.0009469023048877716,68.31
1206,0.0009367800116539002,68.57
1207,0.0009298339247703553,68.7
1208,0.0009332189381122589,68.6
1209,0.000953884756565094,68.09
1210,0.0009578818202018738,68.0
1211,0.0009481558680534363,68.31
1212,0.0009375719010829925,68.47
1213,0.0009247236788272857,68.47
1214,0.0009233335375785828,68.5
1215,0.00093225017786026,68.34
1216,0.0009589663326740265,67.6
1217,0.0009816767513751983,67.09
1218,0.0010027020812034607,66.32
1219,0.001000437778234482,66.03
1220,0.0010068134725093841,65.66
1221,0.0010177257716655732,65.6
1222,0.0010135075449943542,65.85
1223,0.0010019437372684478,65.96
1224,0.0010020611226558686,65.68
1225,0.0010010792016983032,65.8
1226,0.0010092183947563171,65.6
1227,0.0010124345183372498,65.32
1228,0.001012089318037033,65.75
1229,0.001001481145620346,65.88
1230,0.0009920549929141999,66.78
1231,0.000981788021326065,67.25
1232,0.0009754998624324798,67.79
1233,0.0009652190029621125,68.42
1234,0.0009609592497348786,68.29
1235,0.0009544858515262603,68.4
1236,0.0009508252084255218,68.39
1237,0.0009536781847476959,68.52
1238,0.000948115199804306,68.76
1239,0.0009459301054477692,68.56
1240,0.0009519443154335022,68.43
1241,0.0009741278171539307,68.04
1242,0.001005377835035324,67.31
1243,0.001024128144979477,66.96
1244,0.001016708356142044,67.01
1245,0.00100087411403656,66.83
1246,0.0009714649021625519,67.39
1247,0.0009420850157737732,68.41
1248,0.0009209026992321014,69.13
1249,0.000925800508260727,68.63
1250,0.0009541570723056793,68.1
1251,0.00098083176612854,66.94
1252,0.0010136946618556977,66.25
1253,0.001025109088420868,65.78
1254,0.0009915416479110719,66.61
1255,0.0009475557386875152,67.78
1256,0.0009127224683761596,69.23
1257,0.0009280367553234101,69.22
1258,0.0009691604852676392,67.55
1259,0.0009934365034103393,66.69
1260,0.0009894638478755951,66.08
1261,0.000979685127735138,66.26
1262,0.0009919959247112274,65.6
1263,0.0009924164772033691,65.44
1264,0.0009901670813560485,65.85
1265,0.0009628427088260651,66.92
1266,0.000940287709236145,67.97
1267,0.0009478459298610687,67.87
1268,0.000977644795179367,66.85
1269,0.0010249134182929993,65.91
1270,0.0010597532510757447,65.23
1271,0.0010815693259239197,64.43
1272,0.0010669818580150605,64.78
1273,0.001024692177772522,65.48
1274,0.0009874233722686767,66.64
1275,0.0009538613677024841,67.66
1276,0.0009390547931194305,68.05
1277,0.0009480405569076538,67.64
1278,0.0009740707755088806,66.77
1279,0.0009935160934925078,66.41
1280,0.0010018346309661865,66.12
1281,0.0009922938168048859,66.17
1282,0.0009894530594348908,66.23
1283,0.0009909056425094604,66.04
1284,0.0009817587494850158,66.48
1285,0.0009665779352188111,67.02
1286,0.0009682902991771698,66.82
1287,0.0009548250555992127,67.65
1288,0.0009376756072044372,68.24
1289,0.0009375707566738129,68.24
1290,0.0009546718299388886,67.9
1291,0.0009639971375465393,67.54
1292,0.0009648023962974549,67.65
1293,0.0009680771708488465,67.54
1294,0.0009718803107738495,67.66
1295,0.0009654703497886658,67.83
1296,0.000936704295873642,68.52
1297,0.0009066869735717773,69.32
1298,0.0008938386559486389,69.93
1299,0.0008898593723773956,70.22
1300,0.0008944679975509644,70.19
1301,0.0009010797262191773,70.29
1302,0.0009106635868549347,69.89
1303,0.000926888507604599,69.41
1304,0.0009506789684295654,68.92
1305,0.0009666545927524567,68.62
1306,0.0010047854244709016,67.84
1307,0.0010039766013622284,67.68
1308,0.0010180635690689088,67.33
1309,0.0010347849488258362,67.13
1310,0.0010240458548069,66.81
1311,0.0009729002177715302,67.65
1312,0.000953592586517334,68.21
1313,0.0009470786035060883,68.28
1314,0.000951862508058548,68.23
1315,0.0009587359249591828,68.15
1316,0.0009566021144390106,67.92
1317,0.0009460154056549073,68.59
1318,0.000933650690317154,68.7
1319,0.0009283210635185242,69.0
1320,0.0009288017928600311,69.4
1321,0.0009276922643184662,69.52
1322,0.0009153927981853486,69.71
1323,0.0008995642185211181,69.96
1324,0.0008959293603897095,69.96
1325,0.0009010197579860687,69.68
1326,0.0009159177243709564,69.16
1327,0.0009300681173801422,68.78
1328,0.0009423157751560211,68.54
1329,0.0009430499613285064,68.5
1330,0.0009316027224063873,68.69
1331,0.0009202126026153565,68.94
1332,0.0009133081674575806,69.23
1333,0.0009112594306468964,69.0
1334,0.0009111213028430939,68.76
1335,0.000910682463645935,68.61
1336,0.0009051929473876953,68.67
1337,0.0009023428499698639,68.73
1338,0.0009006441056728363,68.83
1339,0.0009005252182483673,69.14
1340,0.000911717164516449,68.96
1341,0.0009218643367290497,68.7
1342,0.0009281395554542541,68.37
1343,0.0009409625947475434,68.13
1344,0.0009507321953773499,67.97
1345,0.0009513909816741943,67.89
1346,0.0009402454316616058,68.26
1347,0.0009152842581272126,68.95
1348,0.0008983185708522797,69.51
1349,0.0008971193373203277,69.38
1350,0.0009096196472644806,68.93
1351,0.0009305028378963471,68.47
1352,0.0009554407179355621,68.0
1353,0.0009656084358692169,67.68
1354,0.0009637002646923065,67.9
1355,0.0009721683621406555,67.77
1356,0.0009696224331855774,67.87
1357,0.0009549234628677369,68.45
1358,0.0009508353054523468,68.92
1359,0.0009684277713298797,68.45
1360,0.0009821918666362763,68.03
1361,0.000978973960876465,68.08
1362,0.0009704134166240692,68.58
1363,0.0009541133046150207,69.08
1364,0.0009326554179191589,69.83
1365,0.000917757111787796,70.26
1366,0.0009173340320587158,70.21
1367,0.0009350713431835174,69.59
1368,0.0009418722927570343,69.27
1369,0.0009330273151397705,69.15
1370,0.000936430138349533,68.9
1371,0.0009320295929908753,68.71
1372,0.0009214049577713013,68.73
1373,0.0009152114987373352,69.03
1374,0.0009136038243770599,68.95
1375,0.0009079519808292388,68.87
1376,0.0009057426452636719,69.02
1377,0.0009153108537197113,68.55
1378,0.0009491778671741485,67.61
1379,0.000980183732509613,66.79
1380,0.0009999873995780945,66.31
1381,0.0010062996089458467,66.25
1382,0.0009923012793064117,66.96
1383,0.0009692533671855927,67.67
1384,0.0009557916998863221,68.23
1385,0.00091651331782341,69.18
1386,0.0009077133595943451,69.01
1387,0.0009226883709430694,68.56
1388,0.0009356147348880768,68.14
1389,0.0009508295714855194,67.81
1390,0.0009632286429405212,67.67
1391,0.0009609138429164886,67.79
1392,0.0009567695379257202,68.17
1393,0.0009473595023155213,68.46
1394,0.0009478613913059235,68.76
1395,0.0009480891466140747,69.17
1396,0.0009543669462203979,69.13
1397,0.0009518573999404907,69.02
1398,0.0009550541281700134,68.85
1399,0.000959107917547226,68.8
1400,0.000952523672580719,68.71
1401,0.0009346942901611328,69.14
1402,0.0009261218726634979,69.05
1403,0.0009125758469104766,69.39
1404,0.0009188719689846039,69.38
1405,0.0009374373614788055,68.72
1406,0.0009631523191928863,67.91
1407,0.0009867262661457062,67.2
1408,0.0009899961173534394,67.36
1409,0.0009791059970855713,67.9
1410,0.0009771974205970764,68.03
1411,0.0009922380566596985,67.48
1412,0.0009927211105823517,67.35
1413,0.0009733590662479401,67.89
1414,0.0009528553307056427,68.42
1415,0.0009475840628147125,68.71
1416,0.000942357873916626,68.58
1417,0.0009422522187232972,68.69
1418,0.0009421260178089142,68.56
1419,0.0009373937666416168,68.59
1420,0.0009626130938529968,67.79
1421,0.0009850461184978485,67.5
1422,0.0009906934797763824,67.32
1423,0.0009910446166992188,67.38
1424,0.0009992187798023224,67.31
1425,0.0010202780961990356,66.27
1426,0.0010161475658416747,65.98
1427,0.001021391999721527,65.87
1428,0.0010378453135490417,65.32
1429,0.0010143965005874633,66.29
1430,0.0009878676891326905,67.46
1431,0.0009816112279891968,67.7
1432,0.0009934617042541504,67.27
1433,0.001013620400428772,66.54
1434,0.0010366828441619872,66.05
1435,0.0010480325639247894,65.82
1436,0.0010632267355918884,65.27
1437,0.0010384248733520509,65.9
1438,0.0010214802205562592,66.77
1439,0.0010019449055194854,67.38
1440,0.0010016026258468627,67.42
1441,0.0010125489056110383,67.25
1442,0.0010192617952823639,67.18
1443,0.0010244572043418883,66.91
1444,0.0010371423244476318,66.28
1445,0.0010521055281162261,65.87
1446,0.001058723497390747,65.9
1447,0.0010666207313537598,65.68
1448,0.001053366196155548,65.7
1449,0.001038341051340103,66.21
1450,0.0010108302891254424,66.89
1451,0.0009815518260002135,67.9
1452,0.0009822190880775451,68.1
1453,0.0010305278539657593,66.82
1454,0.0010463299691677093,66.16
1455,0.0010501271545886994,65.74
1456,0.0010155012369155883,66.41
1457,0.0009883605122566223,66.98
1458,0.0009860910534858704,67.26
1459,0.000990573877096176,67.16
1460,0.000993085092306137,67.29
1461,0.0009776951134204865,68.08
1462,0.0009498002290725708,68.6
1463,0.0009405092895030976,69.05
1464,0.000946206945180893,68.69
1465,0.0009597715973854065,68.06
1466,0.0009791527092456818,67.49
1467,0.000988619613647461,66.97
1468,0.0009819689750671387,67.17
1469,0.0009653870224952698,67.81
1470,0.0009496544003486634,68.13
1471,0.0009469935178756714,68.47
1472,0.0009556815922260284,68.47
1473,0.0009611602962017059,68.52
1474,0.000961075496673584,68.45
1475,0.0009547592639923096,68.52
1476,0.0009550622463226318,68.43
1477,0.0009505812883377075,68.54
1478,0.0009521226882934571,68.71
1479,0.0009510541260242462,68.6
1480,0.0009426566541194916,68.81
1481,0.0009349804639816284,68.95
1482,0.0009221068620681763,69.19
1483,0.0009245885670185089,68.99
1484,0.0009332434773445129,68.7
1485,0.0009408913731575012,68.63
1486,0.0009333431482315064,68.6
1487,0.0009299371898174286,68.97
1488,0.0009238273680210113,69.22
1489,0.0009218249499797821,69.26
1490,0.0009160780251026154,69.49
1491,0.0009099829971790313,69.57
1492,0.0008888398230075836,70.04
1493,0.0008810411810874939,69.98
1494,0.0009041536629199982,69.11
1495,0.0009321467876434326,68.25
1496,0.0009528468728065491,67.84
1497,0.000967816174030304,67.79
1498,0.0010043356716632843,67.03
1499,0.0010090874433517456,67.01
1500,0.0009877571165561676,67.7
1501,0.0009411100566387177,68.66
1502,0.0009095530867576599,69.38
1503,0.0009153925240039826,69.38
1504,0.00092972691655159,69.17
1505,0.0009403505265712738,69.29
1506,0.0009298121869564057,69.71
1507,0.0009128604114055633,69.97
1508,0.0009022203147411346,69.82
1509,0.000903807008266449,69.71
1510,0.0009029779613018036,69.99
1511,0.0009071525871753692,70.16
1512,0.0009073978900909424,70.24
1513,0.0009061977624893188,70.43
1514,0.000899668949842453,70.95
1515,0.0009048121988773346,70.79
1516,0.0009285947918891906,69.82
1517,0.0009608281433582306,69.12
1518,0.000981348806619644,68.32
1519,0.0009817702710628508,68.14
1520,0.0009589629292488098,68.49
1521,0.0009209253311157227,69.61
1522,0.0008884144961833954,70.53
1523,0.0008889218926429748,70.5
1524,0.0009343495726585389,69.01
1525,0.000982838636636734,67.74
1526,0.001022495859861374,66.59
1527,0.0010388542592525481,66.03
1528,0.0010195947110652923,66.41
1529,0.000986111342906952,67.45
1530,0.0009503715395927429,68.39
1531,0.0009166798353195191,69.08
1532,0.0008996444284915924,69.71
1533,0.0008992568552494049,69.71
1534,0.0009035517394542695,69.28
1535,0.0009155304014682769,69.15
1536,0.00093856680393219,68.77
1537,0.0009575066864490509,68.4
1538,0.0009632796883583069,68.42
1539,0.0009547105371952056,68.77
1540,0.0009537177801132202,68.83
1541,0.000938533765077591,69.13
1542,0.0009254296123981476,69.24
1543,0.0009267244040966034,69.45
1544,0.0009293796122074127,69.3
1545,0.0009316994428634644,69.28
1546,0.0009216813027858735,69.62
1547,0.0009272632479667664,69.49
1548,0.0009369008183479309,69.15
1549,0.0009358739733695984,69.46
1550,0.0009292368650436402,69.56
1551,0.0009106834888458252,69.86
1552,0.0008913250029087067,70.24
1553,0.0008832614183425904,70.18
1554,0.0008936532139778138,70.0
1555,0.0009160491466522217,69.53
1556,0.0009337649464607238,68.99
1557,0.0009334372401237488,69.02
1558,0.0009224351227283478,69.03
1559,0.0009135647177696228,69.31
1560,0.0009217071771621704,68.94
1561,0.0009277373254299164,69.22
1562,0.0009339376628398896,69.08
1563,0.0009351493239402771,69.13
1564,0.000931518280506134,69.48
1565,0.0009229333996772766,69.86
1566,0.0009315313816070556,70.0
1567,0.0009468197643756867,69.59
1568,0.0009685563027858734,69.2
1569,0.0009925320267677308,68.42
1570,0.000975607681274414,68.76
1571,0.0009525272071361541,69.32
1572,0.0009364500045776367,69.53
1573,0.0009269064009189606,69.87
1574,0.0009319098114967346,69.79
1575,0.0009258387863636017,69.91
1576,0.0009174031555652619,70.09
1577,0.000914253431558609,70.11
1578,0.0009165347695350647,70.0
1579,0.000933350282907486,69.68
1580,0.0009586174607276916,68.83
1581,0.0009753754496574402,68.43
1582,0.0009879688441753387,68.22
1583,0.0010034794688224791,68.09
1584,0.0010096126794815064,67.92
1585,0.0010209478557109833,67.35
1586,0.001055840802192688,66.69
1587,0.001098193919658661,65.75
1588,0.0011189491510391236,64.99
1589,0.0011167980313301087,64.78
1590,0.0010499112546443938,66.32
1591,0.0010043183624744414,67.45
1592,0.000987375444173813,67.91
1593,0.0009947497665882112,68.01
1594,0.001005072808265686,67.84
1595,0.0010112484753131866,67.6
1596,0.001014096051454544,67.35
1597,0.0009999893963336946,67.91
1598,0.0009850474953651427,68.24
1599,0.0009630687475204468,68.7
1600,0.0009505721151828766,68.87
1601,0.0009609206557273864,68.89
1602,0.0009765939831733704,68.66
1603,0.000993151354789734,68.41
1604,0.0009898511350154876,68.17
1605,0.000973065835237503,68.73
1606,0.0009618664681911469,68.77
1607,0.0009634690284729004,68.7
1608,0.000978382182121277,68.33
1609,0.0009978682577610016,67.84
1610,0.0010036572754383087,67.61
1611,0.0010039487898349762,67.57
1612,0.0009930084347724915,67.97
1613,0.0009693647623062134,68.47
1614,0.0009612861096858978,68.55
1615,0.0009716919004917145,68.19
1616,0.000993010938167572,67.28
1617,0.001017456567287445,66.55
1618,0.0010573423027992249,65.47
1619,0.001079353153705597,64.82
1620,0.0011017993092536926,64.52
1621,0.0011334493160247803,63.93
1622,0.0011059498071670532,64.97
1623,0.0010638844907283783,66.13
1624,0.0010133908808231354,67.28
1625,0.0009848938703536988,67.86
1626,0.0009701083660125732,68.77
1627,0.0009718498468399048,68.69
1628,0.0009773055732250214,68.91
1629,0.0009923258662223816,68.42
1630,0.0010117845892906189,68.04
1631,0.0009998424232006073,68.53
1632,0.00097916316986084,69.12
1633,0.0009531183421611786,69.5
1634,0.0009415011286735534,69.46
1635,0.000956593519449234,69.16
1636,0.0009829031884670257,68.56
1637,0.0010061983168125153,68.06
1638,0.001002440720796585,68.06
1639,0.0009792238533496856,68.49
1640,0.0009402929067611694,69.3
1641,0.0009227118372917175,69.44
1642,0.0009153734922409057,69.7
1643,0.0009186374068260193,69.49
1644,0.000933869206905365,69.05
1645,0.0009567058861255646,68.35
1646,0.0009721462011337281,67.91
1647,0.0009726317405700683,68.03
1648,0.0009492961227893829,68.75
1649,0.0009344157576560974,68.85
1650,0.0009274353802204132,69.1
1651,0.0009281188249588013,69.29
1652,0.0009313839614391327,68.64
1653,0.0009462042093276977,68.08
1654,0.0009524842798709869,67.82
1655,0.0009545513510704041,67.9
1656,0.000958201801776886,67.71
1657,0.0009472874701023102,68.34
1658,0.0009367239832878113,68.84
1659,0.0009203186869621276,69.32
1660,0.0009119264185428619,69.55
1661,0.0009132959604263305,69.45
1662,0.0009263023257255554,69.14
1663,0.0009429191589355469,68.48
1664,0.0009567654013633728,68.15
1665,0.0009538565218448639,68.39
1666,0.0009381096601486206,68.46
1667,0.0009263403415679932,68.88
1668,0.0009432297885417938,68.59
1669,0.000980691808462143,67.42
1670,0.0009967530548572541,67.16
1671,0.0010079640746116637,66.71
1672,0.0009887382090091705,66.92
1673,0.0009484420895576477,68.04
1674,0.0009371533393859864,68.16
1675,0.0009457027316093445,67.99
1676,0.0009432146966457367,68.05
1677,0.0009478831768035889,68.04
1678,0.0009526675105094909,68.38
1679,0.0009603673577308655,68.18
1680,0.0009763427913188934,67.94
1681,0.0009743013858795166,68.09
1682,0.0009635417580604553,68.37
1683,0.0009545895755290985,68.6
1684,0.0009537109136581421,68.56
1685,0.0009620870232582092,68.7
1686,0.00098667311668396,68.15
1687,0.001029526209831238,67.19
1688,0.0010654967308044434,66.35
1689,0.0010768365383148194,66.06
1690,0.001067413592338562,66.47
1691,0.0010173724830150604,67.66
1692,0.0009762709975242614,68.56
1693,0.0009534635305404663,68.94
1694,0.0009410026192665101,69.45
1695,0.0009316201806068421,69.76
1696,0.000931714105606079,69.52
1697,0.0009400954484939575,69.67
1698,0.0009453595578670502,69.64
1699,0.0009633457899093627,69.35
1700,0.0009847395658493041,69.02
1701,0.0010071439623832704,68.63
1702,0.0009913493871688843,68.56
1703,0.000987868094444275,68.47
1704,0.0009876853168010711,68.3
1705,0.000998439085483551,68.3
1706,0.001003904515504837,68.38
1707,0.0010075239062309264,68.17
1708,0.0009874766111373902,68.78
1709,0.0009684028565883637,69.23
1710,0.0009520295441150665,69.63
1711,0.0009416649103164673,69.66
1712,0.0009321694493293762,69.65
1713,0.0009088530719280242,70.53
1714,0.0008890288293361664,70.94
1715,0.0008845062255859375,71.07
1716,0.0008835352718830109,71.08
1717,0.0008737263739109039,71.62
1718,0.0008741256296634674,71.94
1719,0.0008838644862174988,71.62
1720,0.0009018343091011048,70.98
1721,0.0009210655689239502,70.6
1722,0.0009404044628143311,69.88
