Round,train_losses,accuracies
276,0.0013381071805953978,52.5
277,0.0013367333889007568,52.47
278,0.0012859931588172912,54.18
279,0.0012629499673843384,54.69
280,0.0012733051776885986,54.28
281,0.001280723774433136,54.45
282,0.0012790079355239868,54.71
283,0.0012806795001029968,54.64
284,0.0012996664643287659,54.21
285,0.0013096466183662415,53.94
286,0.0013082353711128235,54.16
287,0.0012992585659027099,54.69
288,0.0013139420986175538,54.37
289,0.0013257736325263977,54.39
290,0.001322389841079712,54.46
291,0.001316429603099823,54.68
292,0.0013493703842163086,53.38
293,0.001381796944141388,52.03
294,0.0013385723948478698,53.19
295,0.001275204360485077,54.74
296,0.001228881537914276,55.71
297,0.001204110562801361,56.49
298,0.0012117473363876343,56.51
299,0.001234926736354828,56.03
300,0.001281408452987671,54.8
301,0.0013392475366592407,52.41
302,0.0013895929455757141,51.01
303,0.001397263491153717,50.8
304,0.0013404645442962647,52.35
305,0.0012900398015975951,53.99
306,0.00126087965965271,55.65
307,0.0012532601952552796,55.84
308,0.0012473631501197814,55.75
309,0.0012254714488983153,56.56
310,0.00120380437374115,57.21
311,0.0012000841617584228,57.03
312,0.0012286575794219971,56.03
313,0.0012602205753326416,54.7
314,0.0012564676403999328,54.76
315,0.0012418710470199585,55.19
316,0.0012312764406204224,55.62
317,0.0012180506944656372,56.06
318,0.0011993266224861144,56.99
319,0.0011979020595550536,57.33
320,0.0011785133242607118,57.98
321,0.0011691524147987365,58.15
322,0.0011459691643714905,59.02
323,0.0011309789538383483,59.89
324,0.0011384607553482056,59.87
325,0.0011225308537483214,60.32
326,0.00112553688287735,60.05
327,0.0011537702560424805,58.84
328,0.0012121014714241028,56.3
329,0.0012031516551971435,56.46
330,0.0011573599696159363,58.22
331,0.001116692090034485,59.59
332,0.001099528467655182,60.34
333,0.0011124661803245544,60.19
334,0.0011441941142082215,59.1
335,0.0011814453244209289,58.17
336,0.0012162869215011597,57.25
337,0.0012585893630981445,55.27
338,0.0012787636876106262,54.73
339,0.00127792147397995,55.14
340,0.0012698648691177369,55.41
341,0.0011987570762634278,57.52
342,0.0011615042328834535,58.98
343,0.0011567415356636048,59.23
344,0.0011825717210769654,58.57
345,0.001236122989654541,56.86
346,0.001250576102733612,56.4
347,0.001261881935596466,55.94
348,0.0012407155871391297,56.39
349,0.0012029613137245177,57.44
350,0.0011718927264213561,58.69
351,0.0011649681091308595,58.45
352,0.0011607950687408447,58.94
353,0.0011707268953323365,58.39
354,0.0011814974784851073,57.82
355,0.0012011448979377746,56.68
356,0.0011883764386177063,57.07
357,0.00118299560546875,57.62
358,0.0011569107532501221,58.74
359,0.0011289186120033265,60.23
360,0.001128482496738434,60.04
361,0.0011324036717414855,59.3
362,0.00113614422082901,58.92
363,0.0011482282400131225,58.55
364,0.0011401606440544128,59.46
365,0.0011175299286842347,60.61
366,0.001131796646118164,59.64
367,0.0011588084578514099,58.32
368,0.0011815125346183778,57.71
369,0.0011877805948257447,57.41
370,0.0012011175394058228,56.73
371,0.0011940828561782836,57.0
372,0.0011770333170890808,57.91
373,0.001153291952610016,58.94
374,0.0011476359248161316,59.28
375,0.001139125406742096,59.73
376,0.001135277247428894,59.45
377,0.0011266949772834778,60.18
378,0.0011165086030960082,60.76
379,0.001106040573120117,61.07
380,0.0011021041870117188,61.17
381,0.0011174266934394837,60.43
382,0.0011276257395744324,60.16
383,0.0011348833918571472,59.8
384,0.0011434103846549987,59.89
385,0.0011619919180870055,59.52
386,0.0011983121156692504,58.7
387,0.0012318925976753236,57.53
388,0.001230874538421631,57.63
389,0.0012052455186843873,58.79
390,0.0011791202664375305,59.67
391,0.0011679859638214112,59.83
392,0.0011877028584480285,58.86
393,0.0012136441707611084,58.06
394,0.00120575692653656,58.36
395,0.0012083190560340882,58.53
396,0.0012395083904266357,57.35
397,0.0012868441700935364,55.34
398,0.0012990524530410766,54.63
399,0.0012658379197120666,55.54
400,0.0012263372182846068,56.27
401,0.0011753877520561218,57.71
402,0.001119690203666687,59.97
403,0.0010963730454444885,61.34
404,0.0010965727806091308,61.33
405,0.0011155847430229188,61.06
406,0.0011490424275398254,59.86
407,0.0011836369037628175,58.39
408,0.0011994979023933411,57.85
409,0.0011813513040542603,58.38
410,0.001152183997631073,59.38
411,0.0011311070680618286,60.05
412,0.001132272708415985,59.95
413,0.001114939033985138,60.55
414,0.001082947564125061,61.67
415,0.0010785162091255188,62.02
416,0.0010886589407920837,61.85
417,0.0010900120854377747,61.78
418,0.0010877840161323548,61.92
419,0.0010809592604637147,62.13
420,0.00107058744430542,62.61
421,0.0010640417814254761,62.66
422,0.0010836310148239136,61.85
423,0.0010996201038360595,61.24
424,0.0010874737977981568,61.61
425,0.001089875912666321,61.73
426,0.001092415487766266,61.78
427,0.0010865571975708008,62.04
428,0.0011008999824523927,61.12
429,0.0011124338150024413,60.69
430,0.001115781569480896,60.79
431,0.0010795019149780274,62.08
432,0.001067335557937622,62.91
433,0.001078810179233551,62.63
434,0.0010889562964439391,62.11
435,0.001083454966545105,62.16
436,0.0010698046445846558,62.58
437,0.0010471677541732788,63.27
438,0.0010556591987609864,63.01
439,0.001073536479473114,61.76
440,0.001098542034626007,60.38
441,0.0011183788657188416,59.99
442,0.0011330145716667175,59.67
443,0.001132488238811493,59.67
444,0.0011351123094558715,59.85
445,0.0011395316004753112,59.61
446,0.0011415614604949951,59.61
447,0.00116648428440094,59.16
448,0.001191280949115753,58.65
449,0.001207911479473114,58.21
450,0.0011949828386306762,58.46
451,0.001133074951171875,60.23
452,0.0010939234972000122,61.26
453,0.0010932345271110534,61.23
454,0.0011014233112335205,60.91
455,0.0011079188108444214,60.9
456,0.001090442967414856,61.48
457,0.001070941334962845,62.16
458,0.0010505563139915465,62.81
459,0.001046740984916687,62.88
460,0.0010492819547653198,62.91
461,0.0010644033670425415,62.55
462,0.0010685715675354003,62.34
463,0.0010766429543495179,62.3
464,0.0010859623074531556,62.06
465,0.001087891113758087,61.89
466,0.0010888142585754395,61.81
467,0.0010937162280082703,61.32
468,0.0010977041363716125,60.73
469,0.001092581033706665,60.79
470,0.0010782455682754517,61.11
471,0.0010622756361961365,61.47
472,0.0010583085298538207,61.65
473,0.001060791254043579,61.97
474,0.0010452062487602235,62.69
475,0.0010577313423156738,62.58
476,0.001085737121105194,61.86
477,0.0010906902194023132,62.06
478,0.0010762082815170288,62.54
479,0.0010843305945396422,61.52
480,0.0011173437237739564,60.3
481,0.0011086236238479613,60.65
482,0.0010620344281196594,62.28
483,0.001035983854532242,63.53
484,0.0010272401928901672,63.73
485,0.0010323081493377685,63.97
486,0.0010642908930778502,62.52
487,0.0011320834636688233,60.42
488,0.0011813281416893006,59.01
489,0.0011945118665695191,58.71
490,0.0011865020751953125,58.75
491,0.0011355836987495423,60.2
492,0.0010770042777061462,61.62
493,0.0010542937159538268,62.4
494,0.001044686996936798,63.05
495,0.0010592185497283935,63.01
496,0.0010857932329177856,61.91
497,0.001097730505466461,61.51
498,0.0011220322728157043,60.1
499,0.0011322890520095825,59.96
500,0.0011349525213241577,60.18
501,0.001137708854675293,60.3
502,0.0011200637698173524,61.1
503,0.0011026809930801392,61.68
504,0.0010992208957672119,61.56
505,0.0010933440089225769,61.57
506,0.001084237003326416,61.43
507,0.0010825969576835632,61.16
508,0.0010970247387886048,60.79
509,0.0011127299547195435,60.05
510,0.0011085068464279175,60.15
511,0.001093082070350647,60.86
512,0.001064882457256317,62.44
513,0.001064806056022644,62.85
514,0.0010605898261070253,63.18
515,0.0010644385695457459,63.03
516,0.0010849149584770202,62.35
517,0.0011131181120872498,61.46
518,0.001125783121585846,60.76
519,0.0011240200877189637,60.89
520,0.0011058313369750976,61.25
521,0.0010809127330780029,61.63
522,0.001062773072719574,62.38
523,0.001059225869178772,62.52
524,0.0010676231265068054,62.51
525,0.001070851242542267,62.36
526,0.0010833800911903382,61.89
527,0.0010778395056724548,61.89
528,0.0010515041768550872,62.9
529,0.0010138473570346833,64.11
530,0.0009997406005859376,64.63
531,0.0010075135350227356,64.29
532,0.0010198823809623718,64.0
533,0.0010364486217498779,63.59
534,0.001040152406692505,63.34
535,0.0010404475331306456,63.54
536,0.0010420617938041686,63.52
537,0.0010422501504421234,63.5
538,0.00103511980175972,63.85
539,0.001028879004716873,64.13
540,0.0010459423899650574,63.48
541,0.0010711633324623107,62.4
542,0.0011062641382217407,61.1
543,0.0011070439338684082,61.24
544,0.001093273138999939,61.74
545,0.001097885286808014,61.42
546,0.0010890262961387634,61.81
547,0.0010756777048110961,62.41
548,0.0010670795559883117,62.79
549,0.0010581153392791747,62.98
550,0.0010543812274932862,63.03
551,0.0010526402473449708,62.79
552,0.0010370179295539855,63.21
553,0.0010185243129730225,63.88
554,0.0010124862730503082,64.1
555,0.001021412456035614,64.08
556,0.0010441820323467254,63.67
557,0.0010538364946842194,63.51
558,0.0010534160614013672,63.24
559,0.0010618058264255524,62.84
560,0.001070293539762497,62.3
561,0.0010700015723705291,62.66
562,0.0010722326278686523,62.48
563,0.0010743851184844971,62.76
564,0.0010631551444530488,63.38
565,0.0010142626404762269,64.97
566,0.0009898416996002198,65.74
567,0.0009969870567321777,65.24
568,0.0010022054433822631,64.84
569,0.0010147519826889037,64.25
570,0.0010302063822746276,63.2
571,0.001044516807794571,62.65
572,0.0010709177613258361,61.98
573,0.0010851523995399476,61.53
574,0.0010735403418540954,61.98
575,0.0010789619088172912,62.21
576,0.0011034882783889771,61.52
577,0.0011096376180648804,61.67
578,0.0010826457023620606,62.35
579,0.0010403497636318206,63.7
580,0.0010201922655105591,64.28
581,0.0010187371253967286,64.46
582,0.001019574373960495,64.6
583,0.0010292265892028808,64.42
584,0.0010435463607311249,64.05
585,0.0010715223670005798,63.12
586,0.0010999621391296387,62.11
587,0.001120009446144104,61.33
588,0.0011370422840118407,60.92
589,0.0011262835144996643,61.24
590,0.001090295648574829,62.47
591,0.0010484181821346283,63.56
592,0.001032131952047348,63.96
593,0.001022714215517044,64.5
594,0.0010167211711406708,64.43
595,0.0010135315716266631,64.48
596,0.0010205252110958099,64.32
597,0.0010384354829788209,63.33
598,0.0010698307156562805,62.33
599,0.0010476776838302612,63.2
600,0.00099247807264328,64.9
601,0.0010101008534431457,64.37
602,0.0010607842683792114,63.23
603,0.0011016669154167175,62.35
604,0.0011438091397285462,61.39
605,0.0011831406116485596,59.61
606,0.0011879200696945191,59.47
607,0.0011816763877868653,59.54
608,0.0011580710411071777,59.82
609,0.001104859220981598,61.5
610,0.0010632218599319458,62.92
611,0.00103756143450737,64.13
612,0.0010244500935077667,64.48
613,0.001021404391527176,64.36
614,0.0010381284475326539,64.06
615,0.0010538788318634033,62.8
616,0.001044391095638275,63.52
617,0.0010411491215229034,63.68
618,0.0010641793489456176,62.75
619,0.0010875903844833374,61.9
620,0.0010826001644134522,62.19
621,0.0010793902039527893,62.21
622,0.001059718346595764,62.52
623,0.0010374343395233153,63.33
624,0.0010269115388393403,63.6
625,0.0010135905146598815,63.75
626,0.0010104857742786408,64.11
627,0.0010128410458564757,64.57
628,0.001030647248029709,64.23
629,0.0010538122177124023,63.79
630,0.0010625928282737731,63.47
631,0.0010657291650772096,63.43
632,0.0010498546957969665,63.57
633,0.0010571342587471007,63.23
634,0.001068792188167572,62.47
635,0.0010543680310249328,63.03
636,0.0010229159712791442,64.21
637,0.0010057293593883515,64.46
638,0.0010153563201427459,64.19
639,0.001029679399728775,64.06
640,0.0010324986338615418,63.84
641,0.0010421367764472961,63.48
642,0.0010614839434623718,63.14
643,0.0010770073175430297,62.48
644,0.001069945752620697,62.69
645,0.0010524245262145996,63.27
646,0.0010361744582653046,63.72
647,0.001012387239933014,64.69
648,0.0009923634052276611,65.18
649,0.0009869044065475463,65.33
650,0.000984076601266861,65.93
651,0.0009902016878128052,65.8
652,0.001003917360305786,65.4
653,0.0010181406378746032,64.78
654,0.0010208157896995545,64.77
655,0.0010120632708072663,64.88
656,0.0010079020738601684,65.2
657,0.0010119848608970642,64.8
658,0.0010213480770587921,64.35
659,0.0010265789210796355,64.26
660,0.00103235884308815,64.41
661,0.0010560640573501587,63.71
662,0.0010917286038398743,62.73
663,0.0011190752148628235,62.08
664,0.0011253589987754822,61.85
665,0.001137231147289276,61.64
666,0.0011197559952735902,61.61
667,0.0010952471613883972,61.8
668,0.0010646511793136596,62.51
669,0.0010108019351959228,64.42
670,0.0009880816340446471,65.38
671,0.0010037647485733033,64.58
672,0.0010316495716571807,63.69
673,0.0010710127472877502,62.56
674,0.0010818459153175354,62.43
675,0.0010849144577980041,61.94
676,0.0010669359385967255,62.51
677,0.0010499198496341706,63.18
678,0.0010268801271915435,63.71
679,0.001004385107755661,65.13
680,0.0010164108514785766,64.69
681,0.00104278182387352,63.9
682,0.0010655180335044862,63.03
683,0.0010779775142669677,62.24
684,0.0010890226244926453,61.81
685,0.0011063822507858276,61.27
686,0.0010914641499519349,61.61
687,0.0010918209671974181,61.63
688,0.0011031782388687135,61.81
689,0.0011173928022384643,61.58
690,0.0011198827385902404,61.87
691,0.00112713862657547,62.07
692,0.0011362762570381164,61.77
693,0.001164013123512268,61.11
694,0.0011900940537452698,60.04
695,0.0011880167007446288,59.99
696,0.0011897846817970276,59.89
697,0.0011693327069282533,60.54
698,0.0011366920113563537,61.3
699,0.0010785033106803894,62.66
700,0.0010306436121463776,64.23
701,0.0010089188933372498,64.81
702,0.00098436399102211,65.27
703,0.0009730423033237457,65.56
704,0.0009683852970600129,65.86
705,0.0009685372471809387,65.88
706,0.0009673811793327331,65.8
707,0.0009877375841140746,64.98
708,0.0009998132228851318,64.66
709,0.0010084168672561645,64.17
710,0.000999896252155304,64.56
711,0.001005147385597229,64.11
712,0.001006866455078125,63.8
713,0.0010038726031780243,64.25
714,0.0009839011132717133,65.15
715,0.0009475634872913361,66.52
716,0.0009249267160892486,67.37
717,0.0009144984900951385,67.93
718,0.000912996768951416,68.4
719,0.0009297374725341797,67.68
720,0.0009352525055408478,67.6
721,0.000937201988697052,67.3
722,0.0009449628293514251,67.37
723,0.000938938170671463,67.47
724,0.0009307816028594971,67.73
725,0.0009187288820743561,68.01
726,0.0009230392813682556,67.51
727,0.0009408024609088897,66.84
728,0.0009596903264522552,66.32
729,0.0009830084502696992,65.88
730,0.0009757563054561615,66.07
731,0.000966072940826416,66.14
732,0.0009395976543426514,67.22
733,0.0009138553440570832,67.96
734,0.0008932669341564179,68.71
735,0.0008872881352901459,68.61
736,0.0008986299335956573,68.27
737,0.000912280023097992,67.67
738,0.0009238313615322114,67.28
739,0.0009299791693687439,67.15
740,0.0009478832066059113,66.54
741,0.0009631931781768799,66.27
742,0.000966357547044754,65.99
743,0.000959469360113144,66.28
744,0.0009524626612663269,66.58
745,0.0009337919056415558,67.2
746,0.0009299739897251129,67.62
747,0.0009365260183811188,67.21
748,0.0009449831068515778,66.92
749,0.0009482271730899811,66.95
750,0.0009628545701503753,66.44
751,0.0009901197254657745,65.42
752,0.001002153581380844,65.09
753,0.0010058156490325928,65.35
754,0.0010054825723171234,65.4
755,0.0009933026015758514,65.6
756,0.0009753027975559235,66.26
757,0.0009600036203861236,67.28
758,0.000965108609199524,66.84
759,0.0009702033340930939,66.61
760,0.0009767181992530823,66.23
761,0.0009909908294677735,65.62
762,0.0009999107956886293,65.07
763,0.0009950845897197724,65.16
764,0.000978881335258484,65.93
765,0.0009630493223667145,66.43
766,0.0009599157333374023,66.64
767,0.0009585182964801788,66.92
768,0.0009574707686901093,66.68
769,0.000950073915719986,66.68
770,0.000935965245962143,67.23
771,0.0009222193658351898,67.81
772,0.000939738517999649,67.04
773,0.00095575732588768,66.89
774,0.0009594612360000611,66.83
775,0.0009411590039730072,67.41
776,0.0009400525450706482,67.7
777,0.0009774881720542908,66.56
778,0.0010211103856563569,65.04
779,0.0010497220695018768,64.21
780,0.0010570025861263276,64.05
781,0.0010667426347732544,64.17
782,0.001062461030483246,64.42
783,0.0010440666794776917,64.72
784,0.001041503584384918,64.73
785,0.0010279888033866882,65.18
786,0.0010209852635860443,65.16
787,0.0010262770056724548,64.92
788,0.0010343425989151002,64.56
789,0.0010269083261489867,64.69
790,0.0010155139446258545,64.84
791,0.0010045080006122588,64.97
792,0.0010054156363010407,64.91
793,0.0009917937755584718,65.1
794,0.000981459641456604,65.74
795,0.0009798969268798828,65.65
796,0.0009736366271972656,66.23
797,0.0009723154783248902,66.28
798,0.0009799770832061767,66.42
799,0.0009960279047489167,66.04
800,0.0009956890404224396,65.98
801,0.0010041286408901215,65.86
802,0.0009947791397571565,66.01
803,0.0009871807098388672,66.2
804,0.0009686027646064758,66.4
805,0.0009506155729293824,67.11
806,0.000939845621585846,67.63
807,0.0009420296251773834,67.49
808,0.000950577038526535,67.12
809,0.000960258561372757,66.68
810,0.0009646320283412934,66.66
811,0.0009638914108276367,66.72
812,0.000951221764087677,67.1
813,0.0009513992965221405,67.18
814,0.0009638725996017456,67.13
815,0.0009574468433856964,67.21
816,0.0009571964383125305,67.01
817,0.0009722533822059631,66.34
818,0.0009800988137722015,66.26
819,0.0009703781604766846,66.64
820,0.0009592674374580383,67.06
821,0.0009525664091110229,67.3
822,0.0009570111155509949,67.16
823,0.0009595514714717865,67.05
824,0.000954898053407669,67.23
825,0.0009684669137001037,66.71
826,0.0009629319489002228,66.64
827,0.0009708935797214508,66.48
828,0.0009660058617591857,66.49
829,0.0009627156496047973,66.55
830,0.0009562016546726227,66.63
831,0.0009427884757518769,67.29
832,0.0009342401802539826,67.36
833,0.0009464854896068573,66.98
834,0.0009599414825439453,66.86
835,0.0009727450907230377,66.71
836,0.000982466596364975,66.47
837,0.0010009814262390137,66.05
838,0.0010157200932502746,66.01
839,0.001017715883255005,66.01
840,0.001015794998407364,66.13
841,0.0010064229488372803,66.3
842,0.0009934173345565796,66.38
843,0.000989303970336914,66.35
844,0.000992231720685959,66.3
845,0.0010235027372837067,65.58
846,0.0010346017718315126,65.33
847,0.0010245298385620116,65.26
848,0.0010164364874362946,65.35
849,0.001000483763217926,65.66
850,0.0010007892847061156,65.71
851,0.0010078621685504913,65.38
852,0.0010154099404811859,65.09
853,0.0010032703995704652,65.08
854,0.0009890456438064576,65.14
855,0.0009668365895748139,65.98
856,0.0009450981318950653,66.97
857,0.0009471580505371094,67.65
858,0.0009717820048332214,66.62
859,0.0009869138956069947,65.79
860,0.0009811000525951385,66.07
861,0.000959077262878418,67.02
862,0.0009346541702747345,67.59
863,0.0009143326044082641,68.06
864,0.0009039933323860169,68.43
865,0.0009187184870243073,68.11
866,0.0009534693956375122,66.79
867,0.0009947479248046875,64.76
868,0.001018870598077774,63.87
869,0.0010280557215213775,63.59
870,0.001060735321044922,62.6
871,0.0011097482919692992,61.21
872,0.0011014367580413817,62.38
873,0.0010380660593509673,63.98
874,0.0009768792867660523,66.11
875,0.0009587266385555267,67.23
876,0.0009682499468326569,66.57
877,0.000998729532957077,65.74
878,0.0010465453326702118,64.6
879,0.001083308744430542,63.37
880,0.0010861072659492492,63.24
881,0.0010613236546516418,63.97
882,0.0010120818495750427,64.96
883,0.0009804312109947205,65.64
884,0.0009768884360790253,65.78
885,0.0009746941864490509,66.12
