Round,train_losses,test_losses,accuracies,gradients
1,2.3018064498901367,0.002292061710357666,16.09,0.3376081341481112
2,2.283276319503784,0.0022833904504776003,10.0,0.341788044936794
3,2.303868055343628,0.0022653451442718507,10.33,0.6304863051491431
4,2.2520506381988525,0.0022518121480941773,14.96,0.369938793534718
5,2.242560863494873,0.0022302899360656736,18.82,0.5430784051429542
6,2.2733068466186523,0.002203100848197937,21.78,0.5533282735021593
7,2.2067971229553223,0.0021744110822677614,24.92,0.6056076001652742
8,2.1828432083129883,0.0021418622493743896,25.86,0.6682723929005205
9,2.0998363494873047,0.0021082715749740602,24.93,0.8051579782034705
10,2.0875606536865234,0.0020783193349838257,23.98,0.966600257559167
11,2.086320400238037,0.0020647111415863038,25.45,0.9210801958536906
12,2.0547144412994385,0.0020382477760314942,26.17,1.66898884783468
13,2.018970012664795,0.0020252620577812194,27.08,1.1063757904179228
14,2.2232666015625,0.0019977156400680543,28.97,2.384029438649686
15,2.2333121299743652,0.00198497086763382,30.9,1.6648412583895147
16,1.9560716152191162,0.0019879744648933413,30.83,0.7268325347362113
17,2.0485129356384277,0.0019739916443824767,31.21,1.5656693940705315
18,1.9396575689315796,0.0019565956115722657,30.98,1.6229306704691533
19,1.9414334297180176,0.001946664595603943,31.11,1.3175332933971908
20,1.9841163158416748,0.0019335292220115663,30.3,1.3399159910779432
21,1.9421250820159912,0.0019166918635368348,30.66,1.2830509141485489
22,1.8160083293914795,0.0019218076944351196,30.41,1.3940953129833586
23,1.9526742696762085,0.0019347208619117737,29.41,1.427736472902629
24,2.0551843643188477,0.001890591073036194,30.18,3.0543904808975757
25,1.8946751356124878,0.0018813517570495605,30.86,1.79823430167631
26,1.9064854383468628,0.001925990653038025,28.97,1.1795541010471429
27,1.877215027809143,0.001912710189819336,29.21,2.5673834134444933
28,2.0007824897766113,0.0018682561278343202,32.27,3.280911943621039
29,1.8130874633789062,0.001874440109729767,32.75,2.1330862534048785
30,1.9755061864852905,0.0018836058259010316,31.48,2.2512674430298354
31,1.9104156494140625,0.0018665983319282532,32.15,2.0223596162014883
32,1.8180947303771973,0.0018471282362937927,32.82,1.4901056949678368
33,1.878255009651184,0.001835786283016205,34.45,2.474927421005151
34,1.7747195959091187,0.0018632059931755066,33.69,1.3216559100140872
35,1.8649122714996338,0.001883367133140564,31.95,1.8742226273651748
36,1.8776639699935913,0.0018416590690612793,31.85,3.0567524551106526
37,1.8200492858886719,0.0018000012636184691,33.66,1.8911521248680832
38,1.7825506925582886,0.0017886245012283324,34.49,2.0158883444009716
39,1.810389518737793,0.0018141062140464782,33.52,1.3739470343827713
40,2.027547836303711,0.0017897072434425354,34.22,3.375463894081581
41,1.7950787544250488,0.0017581818461418152,35.29,3.9380115481856914
42,1.746638536453247,0.0017906442165374755,34.45,1.4628175252687787
43,1.6693668365478516,0.001800665819644928,34.61,2.3967187356329616
44,1.8273470401763916,0.0017545392751693726,37.51,4.042111912756886
45,1.731638789176941,0.0017544536232948302,36.81,2.586644123742722
46,1.6493033170700073,0.0017955519914627076,34.11,1.615142432869014
47,1.8328114748001099,0.0017776580929756165,34.57,3.3996193692606775
48,1.7893552780151367,0.0017285517573356628,36.66,3.3172998239660583
49,1.6236772537231445,0.001725094187259674,37.01,2.1681392380529148
50,1.7251935005187988,0.0017407809495925903,36.88,2.3520428421338067
51,1.8557647466659546,0.0017155390501022339,38.7,3.560939567045779
52,1.6371997594833374,0.0017050853371620178,38.7,1.8488530400131191
53,1.7977155447006226,0.0017007684469223022,38.59,1.7160881729233464
54,1.6048702001571655,0.001708968210220337,37.85,2.0905654618939304
55,1.6571407318115234,0.001736759090423584,36.33,1.8505572594617752
56,1.561637043952942,0.0017364649772644042,36.2,2.623181683580118
57,1.7800061702728271,0.0016900641322135925,38.28,2.912570151802897
58,1.6704180240631104,0.0016729079008102417,39.34,3.5725725824579717
59,1.7700297832489014,0.0017159775018692016,38.2,1.6346851878382556
60,1.7799179553985596,0.0016996664166450501,37.75,4.480774000106903
61,1.8031203746795654,0.0016777242183685303,38.28,4.566476689074157
62,1.7272112369537354,0.0016861961007118226,39.01,3.6863887360420446
63,1.622892141342163,0.001723348593711853,37.64,3.4644408735255166
64,1.6784350872039795,0.0017287693023681642,36.96,3.5507154258911613
65,1.7567600011825562,0.0016768689036369324,38.84,3.529922070383902
66,1.6813745498657227,0.001621190619468689,41.5,3.6860551442768736
