Round,train_losses,test_losses,accuracies,gradients
1,2.3015267848968506,0.002302705430984497,10.02,0.15447132942161232
2,2.3061656951904297,0.0022983128070831298,10.0,0.16128283761279202
3,2.289135456085205,0.0022943052291870118,10.0,0.18453758793111394
4,2.279796838760376,0.0022904017925262452,10.0,0.19272247097798603
5,2.29067063331604,0.0022843260288238527,10.0,0.2880073849371103
6,2.2925174236297607,0.0022773990869522096,10.01,0.3332951749372178
7,2.2853097915649414,0.0022707185983657837,10.0,0.2715874395810521
8,2.272310495376587,0.0022615376949310304,10.01,0.43136446785181387
9,2.2551310062408447,0.0022517778635025025,11.33,0.5059031394657795
10,2.2328453063964844,0.002242732524871826,12.49,0.4034163007382285
11,2.2390427589416504,0.0022330148696899413,12.98,0.38874921579535976
12,2.252185106277466,0.002222482085227966,13.09,0.5395927608502215
13,2.2091422080993652,0.0022127719163894653,14.45,0.45262142542479405
14,2.3130311965942383,0.002204237151145935,17.33,1.1018188951325
15,2.2259514331817627,0.0021996201276779175,19.74,0.40299036670210825
16,2.2149527072906494,0.0021985642433166503,21.0,0.42454752166072424
17,2.2272326946258545,0.0021936039209365845,20.9,0.6601350504301337
18,2.1685409545898438,0.0021794315814971923,21.45,0.9081034772026628
19,2.180994749069214,0.0021625415563583375,21.62,0.9424332285883608
20,2.1455256938934326,0.002153596234321594,21.74,0.8092975744853063
21,2.156148672103882,0.002154525852203369,21.63,0.6110588580865733
22,2.174417495727539,0.0021501107931137086,21.95,1.0772399262318193
23,2.1824212074279785,0.002135702061653137,22.19,1.1405969644485647
24,2.142834186553955,0.0021252707958221437,22.28,0.9938956599005123
25,2.126028537750244,0.0021177921056747435,22.96,0.990670860575564
26,2.1149094104766846,0.002110939693450928,23.55,1.0779566084707803
27,2.0981528759002686,0.0021076837062835693,24.05,0.8260304161828507
28,2.108290433883667,0.002103672671318054,24.4,1.231520247108515
29,2.072718858718872,0.002096234345436096,24.42,1.2504699079699602
30,2.0874850749969482,0.002088018250465393,24.31,1.1381646214696777
31,2.1151933670043945,0.0020773880243301394,23.68,1.1270949358253524
32,2.0599000453948975,0.002066452693939209,23.84,1.341930750886803
33,2.07134747505188,0.0020579212427139283,23.84,1.4472659524934313
34,2.0572476387023926,0.002047921347618103,24.0,1.1703445135954162
35,2.076594352722168,0.002044699811935425,23.56,1.3508675120801454
36,1.990920901298523,0.0020476659774780275,23.72,1.2044706304893988
37,2.0455880165100098,0.002056543016433716,24.39,1.5509287572819666
38,1.9847614765167236,0.0020548639059066775,24.96,1.8153110872609084
39,2.0842080116271973,0.0020363014817237853,25.43,1.919084874588126
40,2.211484909057617,0.002017007279396057,25.88,2.922247228350999
41,1.9744620323181152,0.002016240990161896,26.37,2.206205092001479
42,2.042600393295288,0.002014515793323517,27.09,1.6332047175248412
43,2.0147690773010254,0.0020095807433128357,26.73,1.81072388172961
44,2.0239431858062744,0.001999152195453644,26.2,1.8143791938460232
45,2.025634288787842,0.001994100320339203,25.96,1.151326433092839
46,1.8994868993759155,0.001995321726799011,25.86,1.2298333355564128
47,1.994902491569519,0.001996949315071106,25.67,1.1888029797408295
48,1.995137333869934,0.001990366530418396,26.04,1.4830785215685742
49,1.9811592102050781,0.001982841336727142,26.58,1.0107894965589286
50,1.950069546699524,0.0019743607878684997,27.33,1.2504041324860145
51,2.059081554412842,0.0019703847408294676,27.81,1.26506324478383
52,1.9648562669754028,0.001970320165157318,28.23,1.471374162331132
53,2.067504405975342,0.0019726041316986084,26.94,1.5111385134216468
54,1.972152590751648,0.0019737220883369448,25.83,1.7671708567269722
55,1.9706058502197266,0.0019823790550231933,25.54,0.9490564932865649
56,1.908980369567871,0.0019836360454559324,25.31,1.8843106172055355
57,2.035963773727417,0.0019815937042236328,25.45,1.3100205755368923
58,2.004061460494995,0.0019741373419761656,25.89,2.227501137743745
59,2.1000683307647705,0.0019655012011528016,27.51,1.5306804363343165
60,1.9486262798309326,0.0019570990681648253,28.4,1.5297967603629956
61,1.9832302331924438,0.0019534510850906374,27.53,1.274483109712798
62,1.8817486763000488,0.001954940378665924,26.4,1.2032246025465025
63,1.8833309412002563,0.001958841526508331,25.82,1.2370258174793347
64,1.9437658786773682,0.0019593536972999574,25.82,1.578255506437039
65,2.0266330242156982,0.0019524574398994447,26.31,1.6406020586795946
66,2.030998468399048,0.0019399510741233827,27.06,1.9440516094200435
67,1.9176044464111328,0.0019299983143806457,27.93,1.6045855738560424
68,2.022644281387329,0.001929273498058319,28.07,1.1195225115181033
69,1.9888036251068115,0.001930647337436676,28.01,0.9991921112776613
70,2.0399668216705322,0.0019294942378997803,28.15,1.2080228395400971
71,1.8849239349365234,0.0019210616946220397,28.98,1.4227143703886838
72,1.9687080383300781,0.001913322913646698,29.78,1.292418823043714
