Round,train_losses,test_losses,accuracies,gradients
1,2.294245719909668,0.002264313459396362,20.57,0.2790335658173824
2,2.2516818046569824,0.002227199459075928,24.83,0.3452674287787059
3,2.232363700866699,0.0021853121757507326,43.66,0.3920322954003934
4,2.2050211429595947,0.002138276267051697,56.88,0.39665580143690043
5,2.1474828720092773,0.0020848840713500977,62.19,0.4796158289713486
6,2.089526653289795,0.0020250123500823976,65.5,0.5540915553848649
7,2.0453896522521973,0.001960565185546875,67.31,0.6806087243729748
8,2.009323835372925,0.0018911842823028564,67.14,0.6591937458702436
9,1.9167314767837524,0.001818388283252716,66.59,0.7437953756317256
10,1.8566358089447021,0.001743535041809082,66.33,0.735770653473621
11,1.7510954141616821,0.0016667941331863403,66.38,0.8323512099916274
12,1.67448091506958,0.0015900451183319092,66.69,0.894765436078028
13,1.5307724475860596,0.0015154863476753236,67.58,0.9747432956105246
14,1.5121535062789917,0.0014446168661117554,68.46,0.8445726449207769
15,1.4763615131378174,0.0013770140767097473,68.94,0.8037341478223315
16,1.316640853881836,0.0013131459236145019,69.56,0.8183418050325746
17,1.2912266254425049,0.0012539754986763,69.59,0.9077459714655252
18,1.2004127502441406,0.001200687086582184,69.82,0.7619416732717399
19,1.171624779701233,0.0011551205039024353,69.87,0.8629345228465372
20,1.1156100034713745,0.0011112512826919555,70.55,0.7529276933267902
21,1.0803107023239136,0.0010692406117916108,71.29,0.8231909618049692
22,0.9647142291069031,0.00103180131316185,71.86,0.6910758290511708
23,1.0558503866195679,0.0009945456266403198,72.86,0.7242796369754679
24,0.9827979207038879,0.0009582809805870056,74.34,0.7480314147899555
25,0.9843332171440125,0.0009251278638839722,75.66,0.9035865257845636
26,0.9351911544799805,0.0008983335137367249,76.59,0.7427288464395868
27,0.9141187071800232,0.0008761312603950501,77.49,0.6638687616538835
28,0.853577733039856,0.0008571300983428955,78.13,0.6147393880228974
29,0.8656173944473267,0.0008385646879673004,79.07,0.7513426513592141
30,0.7451424598693848,0.0008207615733146667,79.9,0.6357203429574358
31,0.8814937472343445,0.0008020305395126342,80.98,0.8039320734753852
32,0.8082249760627747,0.000782196420431137,81.36,0.7309958203759265
33,0.7801500558853149,0.000761942732334137,81.54,0.772203503220804
34,0.7172354459762573,0.0007421354711055756,81.79,0.6291218311020201
35,0.6451722979545593,0.0007202593147754669,82.26,0.7342889904631206
36,0.7574009299278259,0.0006985990703105927,82.74,0.7431940077475385
37,0.7115283608436584,0.0006794780373573303,83.23,0.7263848515855085
38,0.6656675934791565,0.0006655619740486145,83.31,0.6342640564350007
39,0.6804717183113098,0.0006540306687355041,83.69,0.689737977943063
40,0.7331717610359192,0.0006433548241853714,83.82,0.7107620231563204
41,0.7423421144485474,0.0006331821739673615,83.9,0.5924309937281164
42,0.5143874883651733,0.0006223840087652207,83.91,0.5639942291420594
43,0.5995778441429138,0.0006103660374879837,84.0,0.6224867522877284
44,0.5657500624656677,0.0005972721427679061,84.41,0.596656309218943
45,0.642619788646698,0.0005847916036844253,84.84,0.8188841442775651
46,0.5005300045013428,0.0005741614729166031,85.06,0.4833542217738816
47,0.4406971335411072,0.0005650716394186019,85.23,0.5039165479165517
48,0.5628491044044495,0.0005569572776556015,85.32,0.5586396623360225
49,0.5445767045021057,0.0005506896436214447,85.3,0.8060990632569148
50,0.5406791567802429,0.0005447694063186645,85.29,0.46097034659230096
51,0.38775119185447693,0.0005383744150400161,85.5,0.4191038664477528
52,0.46796688437461853,0.0005324355006217957,85.59,0.49506020081023744
53,0.6538200974464417,0.0005247949481010437,85.97,0.6470196814779333
54,0.6331878304481506,0.000515641188621521,86.4,0.628171814727029
55,0.46454235911369324,0.0005044542700052262,86.84,0.7936417845516031
56,0.5823046565055847,0.0004961852461099625,87.14,0.6163896921848419
57,0.52110356092453,0.0004908893436193466,87.18,0.5731719064994211
58,0.5050067901611328,0.0004873368948698044,87.39,0.8155855011492543
59,0.4454401433467865,0.00048444640934467315,87.33,0.5381554054767463
60,0.4434995949268341,0.0004811592996120453,87.31,0.645461593944581
61,0.6914476752281189,0.0004746139943599701,87.49,0.8141130368032905
62,0.536824107170105,0.0004664129674434662,87.71,0.8728645890209682
63,0.4436034560203552,0.00045737656056880953,87.9,0.6922849296899645
64,0.6148144602775574,0.00044932360947132113,88.28,0.5820631478847832
65,0.43390780687332153,0.0004431676059961319,88.42,0.5599328860440295
66,0.4660907983779907,0.0004378529965877533,88.48,0.7328532158739676
67,0.55018550157547,0.00043505123257637026,88.53,0.5800301143792005
68,0.6574844121932983,0.0004327768713235855,88.61,0.7813612600245275
69,0.7508292198181152,0.00042931189835071563,88.74,0.8772351172748889
70,0.3382810652256012,0.0004277343153953552,88.52,0.5478058773374681
71,0.4749913811683655,0.0004266443744301796,88.35,0.5759265846839134
72,0.5301157236099243,0.0004266125291585922,88.34,0.6196765565646265
73,0.46011194586753845,0.00042689842134714125,88.1,0.5524949993852536
74,0.42245540022850037,0.0004258074298501015,88.03,0.5808482556369844
75,0.3537670969963074,0.0004225721046328545,88.23,0.6462232349590787
76,0.45449090003967285,0.0004163367375731468,88.48,0.6966744618689342
77,0.3917047381401062,0.0004101937770843506,88.69,0.6965390296601933
78,0.3829565644264221,0.0004063810184597969,88.9,0.5094401713075157
79,0.46290698647499084,0.00040448734015226365,89.08,0.6519885851285528
80,0.43330228328704834,0.00040128825306892397,89.19,0.9703782710276564
81,0.2834247350692749,0.00039674277901649476,89.29,0.7248715741330198
82,0.27560511231422424,0.0003923020824790001,89.37,0.7113869899155977
83,0.35674211382865906,0.00038758641481399537,89.49,0.6321834751406853
84,0.3405216634273529,0.00038290659487247465,89.48,0.4245889128220068
85,0.32167598605155945,0.00037819186002016066,89.63,0.793022420401269
86,0.3195881247520447,0.00037500281482934954,89.66,0.40593062532331414
87,0.4074065685272217,0.00037224930226802827,89.71,0.46184035647047
88,0.3050895929336548,0.0003692632868885994,89.73,0.46969733872631786
89,0.32186904549598694,0.0003660728186368942,89.88,0.48371486100727673
90,0.5590070486068726,0.00036309158354997636,89.98,0.7866036453388944
